imdbId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,1900s,1910s,1920s,1930s,1940s,1950s,1960s,1970s,1980s,1990s,2000s,2010s,unknown
109000,00 Schneider - Jagd auf Nihil Baxter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
109001,1-900 (06),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
78721,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
2134170,10 Cent Pistol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1179933,10 Cloverfield Lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
499603,10 Items or Less,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
147800,10 Things I Hate About You,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
1715873,10 Years,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
443649,"10,000 BC",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
214388,100 Girls,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2990126,100 Streets,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
115433,101 Dalmatians,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
55254,101 Dalmatians (One Hundred and One Dalmatians),0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
324941,101 Dalmatians II: Patch's London Adventure,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
237993,101 Reykjavik (101 Reykjavík),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
211181,102 Dalmatians,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
360323,10th & Wolf,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
59095,"10th Victim, The (La decima vittima)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
328802,"11'09""01 - September 11",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
331811,11:14,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
50083,12 Angry Men,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
75468,12 Chairs,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
1160368,12 Rounds,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2024544,12 Years a Slave,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1542344,127 Hours,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
1436045,13 Assassins (Jûsan-nin no shikaku),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
53559,13 Ghosts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
337563,13 Going on 30,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
4172430,13 Hours,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2059171,13 Sins,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
475169,13 Tzameti,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
5895028,13th,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
450385,1408,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
103594,1492: Conquest of Paradise,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
179626,15 Minutes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
450232,16 Blocks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
974661,17 Again,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
68156,1776,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
94593,18 Again!,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
118531,187 (One Eight Seven),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
74084,1900 (Novecento),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False
78723,1941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False
94594,1969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False
87803,1984 (Nineteen Eighty-Four),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
1602472,2 Days in New York,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
841044,2 Days in Paris,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
115438,2 Days in the Valley,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
322259,"2 Fast 2 Furious (Fast and the Furious 2, The)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1272878,2 Guns,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
138987,20 Dates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2396566,20 Feet from Stardom (Twenty Feet from Stardom),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
50084,20 Million Miles to Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
2920540,"20,000 Days on Earth",0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
46672,"20,000 Leagues Under the Sea",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
137338,200 Cigarettes,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
264323,2001 Maniacs,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
62622,2001: A Space Odyssey,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
86837,2010: The Year We Make Contact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
1190080,2012,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
212712,2046,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
7387408,2048: Nowhere to Run,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
478087,21,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
315733,21 Grams,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1232829,21 Jump Street,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
75610,21 Up,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
1711425,21 and Over,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
2294449,22 Jump Street,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
274309,24 Hour Party People,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
307901,25th Hour,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
988595,27 Dresses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
191754,28 Days,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
289043,28 Days Later,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
88650,28 Up,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
463854,28 Weeks Later,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2172934,3 Days to Kill,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
420251,3 Extremes (Three... Extremes) (Saam gaang yi),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1187043,3 Idiots,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
103596,3 Ninjas,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
109015,3 Ninjas Kick Back,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
112255,3 Ninjas Knuckle Up,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
118539,3 Ninjas: High Noon On Mega Mountain,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
75612,3 Women (Three Women),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
181947,3 dev adam (Three Giant Men),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
423866,3-Iron (Bin-jip),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
389722,30 Days of Night,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1622547,30 Minutes or Less,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
416449,300,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False
233142,3000 Miles to Graceland,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1253863,300: Rise of an Empire,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False
3835080,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
101254,35 Up,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
50086,3:10 to Yuma,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False
118540,4 Little Girls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
1032846,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
243736,40 Days and 40 Nights,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
53198,"400 Blows, The (Les quatre cents coups)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
453562,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
164312,42 Up,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
24034,42nd Street,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
1335975,47 Ronin,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
83511,48 Hrs.,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
473434,49 Up,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
983213,5 Centimeters per Second (Byôsoku 5 senchimêtoru),0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
2486678,5 to 7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
343660,50 First Dates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1306980,50/50,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
90567,52 Pick-Up,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
120577,54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2076781,6 Days to Air: The Making of South Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
250934,61*,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
120142,"6th Man, The (Sixth Man, The)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
3895884,7 Days in Hell,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
57812,7 Faces of Dr. Lao,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False
56801,8 1/2 (8½),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
118541,8 Heads in a Duffel Bag,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
298203,8 Mile,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
109021,8 Seconds,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
283832,8 Women,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
154443,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
292886,800 Bullets (800 Balas),0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False
90570,84 Charing Cross Road,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
134273,8MM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
472033,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
91635,9 1/2 Weeks (Nine 1/2 Weeks),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
312318,9/11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1641385,96 Minutes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
225009,964 Pinocchio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
875113,99 francs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1278293,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
6359956,A Bad Moms Christmas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
268978,A Beautiful Mind,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
72730,A Boy and His Dog,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
75784,A Bridge Too Far,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False
103882,A Brief History of Time,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
106489,A Bronx Tale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
52655,A Bucket Of Blood,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
120623,A Bug's Life,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
59026,A Charlie Brown Christmas,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False
88915,A Chorus Line,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
29992,A Christmas Carol,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
85334,A Christmas Story,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
6881890,A Christmas Story Live!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
32339,A Chump at Oxford,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
356470,A Cinderella Story,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
120633,A Civil Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
272045,A Claymation Christmas Celebration,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
66921,A Clockwork Orange,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
120642,"A Cool, Dry Place",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
182015,A Cosmic Christmas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False
94924,A Cry in the Dark,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False
1571222,A Dangerous Method,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
28772,A Day at the Races,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False
342275,A Decade Under the Influence,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
918511,A Dennis the Menace Christmas,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
366177,A Detective Story,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False
1753383,A Dog's Purpose,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
39335,A Double Life,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False
50371,A Face in the Crowd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False
116275,A Family Thing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
2006040,A Fantastic Fear of Everything,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False
22879,A Farewell to Arms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False
104257,A Few Good Men,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False
